No.;Gene name;Oncogene or Tumor Suppresson gene
;ATP9A;#N/A
;CHIA;#N/A
;DHRS7;#N/A
;JADE2;#N/A
;USP6NL;#N/A
;NAPB;#N/A
;TTC30B;#N/A
;YTHDF3;#N/A
;SEPTIN11;#N/A
;LANCL1;#N/A
;VPS13A;#N/A
;MIER2;#N/A
;PPIL2;#N/A
;DNAJC12;#N/A
;ASB10;#N/A
;RNF138;#N/A
;METTL17;#N/A
;BEND3;#N/A
;UBE2L6;#N/A
;SULT1B1;#N/A
;RAB3D;#N/A
;EXOSC6;#N/A
;HMGCL;#N/A
;RWDD1;#N/A
;SPACA3;#N/A
;CD151;#N/A
;SCGB2A1;#N/A
;ACAD9;#N/A
;CAPRIN1;#N/A
;PITPNM1;#N/A
;CDR2L;#N/A
;CRIPT;#N/A
;RPH3A;#N/A
;SCNN1G;#N/A
;ARIH2;#N/A
;LONP1;#N/A
;GRIK1;#N/A
;QSER1;#N/A
;C4orf46;#N/A
;CEPT1;#N/A
;KCTD2;#N/A
;TMEM150A;#N/A
;PGPEP1;#N/A
;FCAR;#N/A
;CALR3;#N/A
;NOMO1;#N/A
;DPH3;#N/A
;HEATR5B;#N/A
;ZNF526;#N/A
;ZBTB44;#N/A
;NOC4L;#N/A
;ATP2B1;#N/A
;BAALC;x
;TRMT61B;#N/A
;CLN5;#N/A
;L3MBTL4;#N/A
;AASDHPPT;#N/A
;MED22;#N/A
;CARD18;#N/A
;FUT11;#N/A
;CD68;#N/A
;LIPC;#N/A
;ALDH16A1;#N/A
;DSE;#N/A
;ZBED6;#N/A
;UFD1;#N/A
;NHLH1;#N/A
;CYTH3;#N/A
;NARS2;#N/A
;LCP1;#N/A
;ALDH3A1;#N/A
;RBM25;#N/A
;FKBP7;#N/A
;NAPSA;#N/A
;MIS18BP1;#N/A
;FCHO2;#N/A
;MAGEA2;#N/A
;SNX33;#N/A
;CPLX2;#N/A
;ASCC2;#N/A
;SLC9A2;#N/A
;GAPVD1;#N/A
;HNRNPA3;#N/A
;HIP1R;#N/A
;HCFC1R1;#N/A
;ZNF865;#N/A
;LRP1B;x
;SPAST;#N/A
;EIF4G3;#N/A
;RIC8A;#N/A
;NOL8;#N/A
;RAB6B;#N/A
;CCDC15;#N/A
;ZCWPW1;#N/A
;TTLL7;#N/A
;UTP3;#N/A
;SPG7;#N/A
;DCTN6;#N/A
;PSTPIP2;#N/A
;SZT2;#N/A
;COX15;#N/A
;DCAF11;#N/A
;TMPPE;#N/A
;SLTM;#N/A
;ANXA13;#N/A
;NSUN4;#N/A
;UNC5A;#N/A
;AP3D1;#N/A
;TFPI;#N/A
;TOPAZ1;#N/A
;IGF2BP3;#N/A
;RNASEH2C;#N/A
;ZNF408;#N/A
;YLPM1;#N/A
;NUCKS1;#N/A
;CREBZF;#N/A
;FOXJ3;#N/A
;TXNDC12;#N/A
;NARF;#N/A
;UNC13A;#N/A
;HS2ST1;#N/A
;CWC15;#N/A
;ZFP91;#N/A
;VPS45;#N/A
;FIGNL1;#N/A
;ERRFI1;x
;NKD2;#N/A
;LMAN2;#N/A
;TCHP;#N/A
;GJA4;#N/A
;CROT;#N/A
;GPR89B;#N/A
;ITLN2;#N/A
;PRAM1;#N/A
;COIL;#N/A
;BTF3;#N/A
;ZNF8;#N/A
;VAMP4;#N/A
;SH3PXD2B;#N/A
;IK;#N/A
;ACOT1;#N/A
;KRTAP19-5;#N/A
;MAMDC2;#N/A
;CEP57L1;#N/A
;PPP1R21;#N/A
;COMMD6;#N/A
;TPP1;#N/A
;UTY;#N/A
;GIN1;#N/A
;TBC1D1;#N/A
;BCAT1;#N/A
;GPRASP2;#N/A
;C19orf47;#N/A
;C1orf109;#N/A
;MRPS25;#N/A
;PTTG1IP;#N/A
;MARK1;#N/A
;GBF1;#N/A
;SCML1;#N/A
;SRP19;#N/A
;STAB1;#N/A
;KRT79;#N/A
;HIBCH;#N/A
;ATE1;#N/A
;TRIM17;#N/A
;VSX2;#N/A
;TFF2;#N/A
;TRMT61A;#N/A
;TRPS1;#N/A
;FAN1;#N/A
;CALY;#N/A
;HNRNPUL2;#N/A
;DMKN;#N/A
;PNISR;#N/A
;RPP30;#N/A
;MICAL3;#N/A
;MGP;#N/A
;SP4;#N/A
;PITPNA;#N/A
;NT5C;#N/A
;DDX11;#N/A
;TPGS1;#N/A
;MTHFR;#N/A
;DNAJB9;#N/A
;SCARB2;#N/A
;CARS2;#N/A
;FAM9A;#N/A
;MRPL20;#N/A
;AHSP;#N/A
;TTC19;#N/A
;REV1;#N/A
;STXBP5;#N/A
;NDUFAF1;#N/A
;PSG9;#N/A
;DCTN3;#N/A
;CHCHD2;#N/A
;HNRNPA1L2;#N/A
;CRY2;#N/A
;UPK1B;#N/A
;CLEC2L;#N/A
;NAT10;#N/A
;MPZL1;#N/A
;EIF2A;#N/A
;CHD6;#N/A
;MRPL23;#N/A
;TSTD2;#N/A
;KRR1;#N/A
;TUSC1;#N/A
;KIF1C;#N/A
;THADA;#N/A
;TSPAN7;#N/A
;RMND5B;#N/A
;DNTTIP2;#N/A
;ZNF800;#N/A
;MYG1;#N/A
;DNAJC19;#N/A
;RSL1D1;#N/A
;TGM1;#N/A
;RBM3;#N/A
;P4HA2;#N/A
;TMEM214;#N/A
;SLC39A10;#N/A
;ACP2;#N/A
;S100Z;#N/A
;HAGH;#N/A
;RINT1;#N/A
;C1orf159;#N/A
;PRCP;#N/A
;FHOD1;#N/A
;ZNF326;#N/A
;C1D;#N/A
;FASTKD5;#N/A
;PCBP2;#N/A
;ADPGK;#N/A
;REXO1;#N/A
;ASB4;#N/A
;DMRTB1;#N/A
;ELAVL3;#N/A
;CSPP1;#N/A
;NYX;#N/A
;OGFOD1;#N/A
;KRT82;#N/A
;LSM3;#N/A
;BNIP2;#N/A
;AP5Z1;#N/A
;KRT85;#N/A
;SARS2;#N/A
;CLDND1;#N/A
;SPAG4;#N/A
;KIRREL2;#N/A
;PLXNB3;#N/A
;UHRF1BP1;#N/A
;CFB;#N/A
;FBXL17;#N/A
;GUK1;#N/A
;RPF2;#N/A
;CYP51A1;#N/A
;PHLDB3;#N/A
;TSEN2;#N/A
;INO80B;#N/A
;GXYLT2;#N/A
;AKR7A3;#N/A
;DMBT1;#N/A
;DCAF6;#N/A
;VSX1;#N/A
;RASIP1;#N/A
;TIPRL;#N/A
;SPCS2;#N/A
;VGLL4;#N/A
;AP3B2;#N/A
;PHLDA3;#N/A
;ASPH;#N/A
;MSTO1;#N/A
;LUZP1;#N/A
;LCN2;#N/A
;NPEPPS;#N/A
;IGHMBP2;#N/A
;HAUS4;#N/A
;UNC45A;#N/A
;NKAP;#N/A
;ZBTB46;#N/A
;PIBF1;#N/A
;KCNE2;#N/A
;NLRP5;#N/A
;SMC5;#N/A
;FAM210A;#N/A
;CYP2C19;#N/A
;TRAPPC11;#N/A
;THAP2;#N/A
;MAN2A2;#N/A
;MRPS22;#N/A
;COMMD9;#N/A
;MTRF1L;#N/A
;DDX47;#N/A
;NMNAT1;#N/A
;CORO7;#N/A
;RAB21;#N/A
;LARGE2;#N/A
;PLOD1;#N/A
;PRRC1;#N/A
;UGP2;#N/A
;C1orf105;#N/A
;ERCC8;#N/A
;RAB3C;#N/A
;TRANK1;#N/A
;COMMD7;#N/A
;MID1IP1;#N/A
;GUCY1B1;#N/A
;MFGE8;#N/A
;STX19;#N/A
;SERPINA6;#N/A
;GALNT11;#N/A
;GRID2;#N/A
;TMEM147;#N/A
;HPCAL1;#N/A
;DTNB;#N/A
;MFAP5;#N/A
;TYW1;#N/A
;PITX1;#N/A
;DPY19L3;#N/A
;ABCF3;#N/A
;KRTAP10-7;#N/A
;RAB11FIP5;#N/A
;USP17L7;#N/A
;BAHCC1;#N/A
;PRDX4;#N/A
;SPOUT1;#N/A
;CDK11B;#N/A
;AP3M1;#N/A
;SAMD7;#N/A
;SHROOM3;#N/A
;SLC27A2;#N/A
;CNTNAP4;#N/A
;RBMS1;#N/A
;RYR1;#N/A
;MPHOSPH9;#N/A
;SRPX;#N/A
;CENPV;#N/A
;DIRAS3;#N/A
;GFM1;#N/A
;USP28;#N/A
;SPSB1;#N/A
;PNMA2;#N/A
;AMER3;#N/A
;THNSL1;#N/A
;LZTR1;x
;CLGN;#N/A
;KRTAP10-9;#N/A
;FBXO31;#N/A
;BCKDHA;#N/A
;CCDC47;#N/A
;NEK1;#N/A
;UROS;#N/A
;ASB8;#N/A
;MRTO4;#N/A
;PRSS21;#N/A
;DCAF10;#N/A
;OSBPL3;#N/A
;WSB1;#N/A
;DDX46;#N/A
;CHST9;#N/A
;DERA;#N/A
;RARS2;#N/A
;PPP1R8;#N/A
;ZSCAN22;#N/A
;CPA1;#N/A
;PPP1R10;#N/A
;CSN1S1;#N/A
;SERPINE2;#N/A
;UGT8;#N/A
;ISY1;#N/A
;MAFG;#N/A
;USP29;#N/A
;KRI1;#N/A
;CNNM1;#N/A
;HIRIP3;#N/A
;DOK6;#N/A
;DMAC2L;#N/A
;SH2D4A;#N/A
;LPL;#N/A
;MBLAC2;#N/A
;KCND2;#N/A
;TUBGCP6;#N/A
;TNFRSF12A;#N/A
;RPRM;#N/A
;RGPD8;#N/A
;GYPC;#N/A
;TTLL5;#N/A
;LAS1L;#N/A
;TWF2;#N/A
;DAZ1;#N/A
;APOL2;#N/A
;RUNDC1;#N/A
;DZIP3;#N/A
;TMEM164;#N/A
;SERTAD4;#N/A
;SH3GLB2;#N/A
;PSPC1;#N/A
;CAPRIN2;#N/A
;TBC1D16;#N/A
;FBXO21;#N/A
;PTAR1;#N/A
;INO80D;#N/A
;LSM2;#N/A
;EMC8;#N/A
;KIF6;#N/A
;USP9Y;#N/A
;SMCHD1;#N/A
;NFKBIL1;#N/A
;GRIK5;#N/A
;ABCA2;#N/A
;CCM2;#N/A
;DSC2;#N/A
;CD276;x
;NME7;#N/A
;TSEN15;#N/A
;CDIPT;#N/A
;PGC;#N/A
;NAV1;#N/A
;YY1AP1;#N/A
;MRPL45;#N/A
;MSR1;#N/A
;PTPRN2;#N/A
;PPIE;#N/A
;CA1;#N/A
;C18orf21;#N/A
;OSCP1;#N/A
;OR2T6;#N/A
;OTUB2;#N/A
;TBC1D15;#N/A
;PCDHB5;#N/A
;GLUD1;#N/A
;GAD2;#N/A
;PEX14;#N/A
;ESF1;#N/A
;MYBPH;#N/A
;MDH2;#N/A
;DAO;#N/A
;PELO;#N/A
;MAGEB2;#N/A
;AKR7A2;#N/A
;ERF;x
;SYNJ2BP;#N/A
;NCAPG2;#N/A
;CFI;#N/A
;MARCHF5;#N/A
;KLHL17;#N/A
;PFDN1;#N/A
;SNX4;#N/A
;GLUL;#N/A
;PDIA5;#N/A
;PTCD2;#N/A
;CTRB1;#N/A
;TUT7;#N/A
;NKRF;#N/A
;ACTBL2;#N/A
;SPRY4;#N/A
;ALDH7A1;#N/A
;SLC4A3;#N/A
;TIMD4;#N/A
;MACROH2A2;#N/A
;SPRR2E;#N/A
;D2HGDH;#N/A
;USPL1;#N/A
;ZNF829;#N/A
;BTN1A1;#N/A
;ARFIP2;#N/A
;EIF1AD;#N/A
;HSDL1;#N/A
;RNF169;#N/A
;TSPYL2;#N/A
;SFSWAP;#N/A
;TCEA2;#N/A
;RAP2C;#N/A
;CTRC;#N/A
;FGD6;#N/A
;NPC2;#N/A
;TINAGL1;#N/A
;DMXL2;#N/A
;H1-10;#N/A
;EPB41L5;#N/A
;MRPS11;#N/A
;MCM8;#N/A
;DIMT1;#N/A
;SPTY2D1;#N/A
;USP48;#N/A
;DLGAP4;#N/A
;GSKIP;#N/A
;GPRASP1;#N/A
;FN3KRP;#N/A
;GNL3L;#N/A
;UNC5C;#N/A
;DRAXIN;#N/A
;DCSTAMP;#N/A
;KLRC1;#N/A
;UBN1;#N/A
;ASNSD1;#N/A
;MSC;#N/A
;ZC4H2;#N/A
;DCAF4;#N/A
;ABLIM3;#N/A
;CDCA7;#N/A
;SEC24B;#N/A
;STN1;#N/A
;GPR89A;#N/A
;RNASEH1;#N/A
;FUCA1;#N/A
;EDIL3;#N/A
;FOXN2;#N/A
;TRPV5;#N/A
;ABCG4;#N/A
;TMEM39B;#N/A
;BCORL1;x
;COQ7;#N/A
;ADCK1;#N/A
;SSBP1;#N/A
;PTBP3;#N/A
;ZNF511;#N/A
;HS6ST1;#N/A
;FOXD4L1;#N/A
;UPK3BL1;#N/A
;WDTC1;#N/A
;MYCBPAP;#N/A
;EN1;#N/A
;ABCB7;#N/A
;ODF1;#N/A
;SHISA2;#N/A
;ZBTB10;#N/A
;NECAP2;#N/A
;CREG1;#N/A
;NLRX1;#N/A
;PARS2;#N/A
;C19orf53;#N/A
;GPRC5C;#N/A
;KATNB1;#N/A
;POMP;#N/A
;MRPL30;#N/A
;MACROD1;#N/A
;PLEKHB2;#N/A
;EFHD1;#N/A
;MITD1;#N/A
;RBM34;#N/A
;HTATSF1;#N/A
;MTCH2;#N/A
;HS6ST2;#N/A
;SCGB1D1;#N/A
;IL1RN;#N/A
;IVNS1ABP;#N/A
;AK1;#N/A
;PNPLA8;#N/A
;GGA2;#N/A
;S100A3;#N/A
;PHOX2A;#N/A
;ANXA6;#N/A
;KLHDC4;#N/A
;LSM6;#N/A
;KIR3DL1;#N/A
;AGL;#N/A
;GNL2;#N/A
;BTN3A1;#N/A
;CBR3;#N/A
;VPS33A;#N/A
;IYD;#N/A
;MRAP2;#N/A
;COCH;#N/A
;TSEN34;#N/A
;PTP4A1;#N/A
;FAM214B;#N/A
;CUTC;#N/A
;ZNF48;#N/A
;GTPBP10;#N/A
;EIF1AX;#N/A
;PUS7L;#N/A
;TBR1;#N/A
;NAA40;#N/A
;URB1;#N/A
;MRPS12;#N/A
;HCN4;#N/A
;TMED4;#N/A
;FADS1;#N/A
;MTMR9;#N/A
;FBXO2;#N/A
;LYZ;#N/A
;CFHR3;#N/A
;CFHR4;#N/A
;CFHR5;#N/A
;MAGEE1;#N/A
;MAP1A;#N/A
;B9D1;#N/A
;GRIN3A;#N/A
;ALDH6A1;#N/A
;MYO15B;#N/A
;FKBP3;#N/A
;DPH2;#N/A
;AHNAK2;#N/A
;PPCDC;#N/A
;RNF180;#N/A
;OLFM2;#N/A
;CPA4;#N/A
;GPT;#N/A
;EIF2S3;#N/A
;PHOSPHO1;#N/A
;MFSD5;#N/A
;ERI1;#N/A
;DCAKD;#N/A
;DNLZ;#N/A
;SLC43A3;#N/A
;REPIN1;#N/A
;FMN2;#N/A
;PRPF18;#N/A
;MRRF;#N/A
;IFRD2;#N/A
;PPIG;#N/A
;TECPR1;#N/A
;IARS2;#N/A
;CHMP1B;#N/A
;AIDA;#N/A
;AGPAT3;#N/A
;ECSCR;#N/A
;LNPK;#N/A
;HAUS3;#N/A
;PREP;#N/A
;ARSA;#N/A
;ZNF277;#N/A
;DCBLD1;#N/A
;HP1BP3;#N/A
;SWSAP1;#N/A
;NOP58;#N/A
;CCDC92;#N/A
;COL20A1;#N/A
;HSCB;#N/A
;PPA2;#N/A
;FAHD1;#N/A
;SPRY3;#N/A
;PLEKHA7;#N/A
;SORCS3;#N/A
;SLC25A16;#N/A
;FAM53C;#N/A
;PPP1R26;#N/A
;FERD3L;#N/A
;ERCC5;x
;UBE2B;#N/A
;TOP1MT;#N/A
;GRIN3B;#N/A
;PPP1R18;#N/A
;TXNDC15;#N/A
;SYNRG;#N/A
;ELP2;#N/A
;TRMT44;#N/A
;LHX9;#N/A
;HOXB8;#N/A
;CCS;#N/A
;ALOX12;#N/A
;DCUN1D5;#N/A
;RNF122;#N/A
;TULP2;#N/A
;SUCLG1;#N/A
;PRRC2C;#N/A
;DYDC1;#N/A
;LARP4;#N/A
;MYO1E;#N/A
;FIG4;#N/A
;RTCA;#N/A
;EIF1AY;#N/A
;CA4;#N/A
;ST8SIA4;#N/A
;SIGLEC5;#N/A
;HSPB9;#N/A
;TMTC3;#N/A
;ZNF276;#N/A
;AMIGO1;#N/A
;PHLDB1;#N/A
;SLC30A5;#N/A
;MYO18B;#N/A
;ZNF131;#N/A
;DNAJC8;#N/A
;RBM15;x
;ASH1L;#N/A
;HPD;#N/A
;GP6;#N/A
;PEF1;#N/A
;ZC3H7A;#N/A
;ARL6;#N/A
;PLSCR4;#N/A
;NPTX1;#N/A
;LCAT;#N/A
;FAM168A;#N/A
;MRPL10;#N/A
;TRIOBP;#N/A
;TNNI3;#N/A
;LMO4;#N/A
;POFUT1;#N/A
;JADE3;#N/A
;PRPS2;#N/A
;SLC25A18;#N/A
;CCNO;#N/A
;SARS1;#N/A
;TRMT1;#N/A
;SELENOV;#N/A
;SMARCAL1;#N/A
;BLVRB;#N/A
;ADNP2;#N/A
;DDX31;#N/A
;JPH3;#N/A
;WDR43;#N/A
;PRX;#N/A
;GRIN2C;#N/A
;RBM22;#N/A
;MIER3;#N/A
;NARS1;#N/A
;ARSK;#N/A
;DNALI1;#N/A
;UBE2G1;#N/A
;IKZF5;#N/A
;MEX3C;#N/A
;KCNG4;#N/A
;TRMT112;#N/A
;TRPT1;#N/A
;BBS2;#N/A
;PNMA6A;#N/A
;RPUSD2;#N/A
;SYCP3;#N/A
;PRSS12;#N/A
;UNC13B;#N/A
;DCUN1D1;x
;FAM210B;#N/A
;NNT;#N/A
;ACTR6;#N/A
;CHRDL2;#N/A
;MELTF;#N/A
;GGT2;#N/A
;CNGB1;#N/A
;SERF2;#N/A
;SP6;#N/A
;TBC1D14;#N/A
;PAAF1;#N/A
;ACBD4;#N/A
;GPR137B;#N/A
;IMP3;#N/A
;REN;#N/A
;C17orf75;#N/A
;NUDT1;#N/A
;NBEAL2;#N/A
;MASP2;#N/A
;ASCC3;#N/A
;SYTL5;#N/A
;ANP32B;#N/A
;TMEM199;#N/A
;ILKAP;#N/A
;ACTN3;#N/A
;CSHL1;#N/A
;MAFK;#N/A
;CRTAP;#N/A
;ZBTB8A;#N/A
;NOC3L;#N/A
;AMBP;#N/A
;NDUFAF3;#N/A
;JAM3;#N/A
;KRT3;#N/A
;LDLRAP1;#N/A
;ETF1;#N/A
;DSC1;#N/A
;ZNHIT3;#N/A
;GPR21;#N/A
;SETD5;#N/A
;SNRPN;#N/A
;RCL1;#N/A
;EDEM3;#N/A
;LRCH1;#N/A
;WDR7;#N/A
;ZMYM5;#N/A
;PABPC3;#N/A
;CCDC68;#N/A
;WDR37;#N/A
;EHD2;#N/A
;APOBEC3C;#N/A
;PCOLCE2;#N/A
;BCL2L10;#N/A
;METTL7A;#N/A
;PEX16;#N/A
;MYT1L;#N/A
;CD99;#N/A
;DHFR;#N/A
;KIFC1;#N/A
;PGAP1;#N/A
;RAB24;#N/A
;MTHFD1;#N/A
;PTPRE;#N/A
;DUSP12;#N/A
;NIN;#N/A
;SYNM;#N/A
;SLC12A4;#N/A
;NFE2L1;#N/A
;YOD1;#N/A
;GIMAP2;#N/A
;MRPL44;#N/A
;CIZ1;#N/A
;PRR3;#N/A
;TMTC4;#N/A
;SLC4A2;#N/A
;SUCLA2;#N/A
;ABHD16A;#N/A
;LURAP1L;#N/A
;SS18L2;#N/A
;VKORC1;#N/A
;CLEC1A;#N/A
;CWF19L2;#N/A
;NAPA;#N/A
;MAGEB4;#N/A
;TTC33;#N/A
;BNIP1;#N/A
;RAB14;#N/A
;IDI2;#N/A
;NAPG;#N/A
;MAGEH1;#N/A
;ZSCAN29;#N/A
;NANP;#N/A
;RBFOX1;#N/A
;TMEM126A;#N/A
;C4orf19;#N/A
;SMNDC1;#N/A
;ANKIB1;#N/A
;TBKBP1;#N/A
;CTNNAL1;#N/A
;REXO4;#N/A
;RAB26;#N/A
;IP6K3;#N/A
;SLC6A4;#N/A
;RFX2;#N/A
;SYNGR2;#N/A
;BCAS4;#N/A
;STYX;#N/A
;SLC8A3;#N/A
;RUFY2;#N/A
;APRT;#N/A
;FEM1A;#N/A
;DUSP22;x
;CDHR2;#N/A
;FCHO1;#N/A
;C11orf49;#N/A
;PPME1;#N/A
;TTC4;#N/A
;NOP10;#N/A
;ZNF507;#N/A
;IFT43;#N/A
;AGRP;#N/A
;HABP4;#N/A
;SPOCK3;#N/A
;FAM71C;#N/A
;ARF3;#N/A
;IREB2;#N/A
;DSTN;#N/A
;RSRC1;#N/A
;JMJD1C;#N/A
;FKRP;#N/A
;PAEP;#N/A
;ARL8B;#N/A
;SLC25A23;#N/A
;HSPA13;#N/A
;NOB1;#N/A
;FAM43A;#N/A
;SEC23A;#N/A
;HERC4;#N/A
;PIGR;#N/A
;PROS1;#N/A
;HNRNPA0;#N/A
;ANKRD27;#N/A
;ZBTB25;#N/A
;PARP11;#N/A
;GPANK1;#N/A
;MKKS;#N/A
;TSC22D3;#N/A
;SPATS2L;#N/A
;LMBRD2;#N/A
;FAM111B;#N/A
;GOLM1;#N/A
;RPE;#N/A
;CHAC2;#N/A
;SLC8A1;#N/A
;NCR3;#N/A
;TPT1;#N/A
;RBM18;#N/A
;TRMT13;#N/A
;B4GALNT3;#N/A
;B4GALNT4;#N/A
;LRRTM4;#N/A
;PILRB;#N/A
;TMPRSS11A;#N/A
;GPD2;#N/A
;CLEC4C;#N/A
;NEK11;#N/A
;TMED3;#N/A
;CIRBP;#N/A
;HSF4;#N/A
;FAM117B;#N/A
;RBBP9;#N/A
;CDKL1;#N/A
;MIEF1;#N/A
;PCYOX1;#N/A
;ZMIZ1;#N/A
;TMPRSS5;#N/A
;RGPD3;#N/A
;EGFL8;#N/A
;YEATS2;#N/A
;ACOT11;#N/A
;GAP43;#N/A
;CCDC8;#N/A
;MRPS9;#N/A
;ENPP1;#N/A
;CCDC116;#N/A
;ENDOV;#N/A
;HOXB6;#N/A
;GIPC2;#N/A
;PDE12;#N/A
;SLC25A24;#N/A
;UNC79;#N/A
;IFT27;#N/A
;PSG5;#N/A
;ASPHD2;#N/A
;INF2;#N/A
;RELL2;#N/A
;RELL1;#N/A
;CPB2;#N/A
;ABHD10;#N/A
;ZNF592;#N/A
;RANBP6;#N/A
;PRDM10;#N/A
;ZDHHC6;#N/A
;TTC30A;#N/A
;SOGA1;#N/A
;TTI2;#N/A
;HOXC4;#N/A
;CEP68;#N/A
;HRNR;#N/A
;PSMG2;#N/A
;ARRDC3;#N/A
;XPR1;#N/A
;ORM1;#N/A
;KIAA0408;#N/A
;KIAA0232;#N/A
;USP54;#N/A
;ACTR1A;#N/A
;IQSEC1;#N/A
;CD1D;#N/A
;TMEM38B;#N/A
;ELMO3;#N/A
;TCEANC;#N/A
;TCP10L;#N/A
;MORC4;#N/A
;BET1;#N/A
;SLC30A8;#N/A
;CCHCR1;#N/A
;HOXD12;#N/A
;PELI3;#N/A
;DDX10;#N/A
;BMS1;#N/A
;C3orf62;#N/A
;TM9SF3;#N/A
;CDK15;#N/A
;ANO6;#N/A
;KLHL18;#N/A
;DDX3Y;#N/A
;HEXIM2;#N/A
;OSTC;#N/A
;NUDT12;#N/A
;REPS2;#N/A
;MTHFD1L;#N/A
;CCDC172;#N/A
;COG1;#N/A
;ASB3;#N/A
;B3GNT3;#N/A
;RSPRY1;#N/A
;CSGALNACT2;#N/A
;PXDN;#N/A
;SYNPR;#N/A
;CRAMP1;#N/A
;WSB2;#N/A
;TRIM15;#N/A
;ZFP82;#N/A
;SLC25A20;#N/A
;SPHKAP;#N/A
;SELENOF;#N/A
;CCNYL1;#N/A
;KANSL3;#N/A
;ZC3H14;#N/A
;KRT7;#N/A
;RIMBP3;#N/A
;MGMT;#N/A
;ITPRIP;#N/A
;TECR;#N/A
;EXOC6B;#N/A
;C8orf74;#N/A
;ALDH1B1;#N/A
;DCAF5;#N/A
;MYBPC1;#N/A
;PTPN21;#N/A
;FBLIM1;#N/A
;TAGLN3;#N/A
;ZFPL1;#N/A
;ZNF207;#N/A
;ZNF316;#N/A
;KLHL28;#N/A
;FCGRT;#N/A
;CRNKL1;#N/A
;RAB3GAP1;#N/A
;SSX2B;#N/A
;LTV1;#N/A
;NLGN3;#N/A
;MIPOL1;#N/A
;TARS3;#N/A
;OLA1;#N/A
;EMC1;#N/A
;IGHM;#N/A
;ZC3H4;#N/A
;IP6K1;#N/A
;GPRC5B;#N/A
;AK2;#N/A
;NDUFAF4;#N/A
;WDR45;#N/A
;TLK1;#N/A
;WDR74;#N/A
;RBM19;#N/A
;HARS2;#N/A
;RBM41;#N/A
;PIGL;#N/A
;ZNF121;#N/A
;RFX4;#N/A
;UCK1;#N/A
;TDRD3;#N/A
;TIFA;#N/A
;MALSU1;#N/A
;TSR2;#N/A
;LMAN2L;#N/A
;LENG8;#N/A
;CETN3;#N/A
;MRPL15;#N/A
;PROCR;#N/A
;BACH2;x
;LZTFL1;#N/A
;C7orf26;#N/A
;MARS2;#N/A
;MTRNR2L1;#N/A
;GRIA3;#N/A
;HEMGN;#N/A
;CD1E;#N/A
;PABPC5;#N/A
;RANGRF;#N/A
;ADAM22;#N/A
;TBCD;#N/A
;EPN2;#N/A
;TBC1D23;#N/A
;RTCB;#N/A
;NEK3;#N/A
;CYP2C18;#N/A
;GMFB;#N/A
;FAM32A;#N/A
;FDFT1;#N/A
;C2orf69;#N/A
;PDXDC1;#N/A
;POLN;#N/A
;AHSG;#N/A
;TEX9;#N/A
;SLC7A2;#N/A
;SYTL1;#N/A
;DHRS4L2;#N/A
;AMZ2;#N/A
;CCNI;#N/A
;RP9;#N/A
;PHACTR4;#N/A
;FAM120B;#N/A
;RNF135;#N/A
;FRG1;#N/A
;BTN2A2;#N/A
;TKT;#N/A
;CYGB;#N/A
;FAM187B;#N/A
;SNX18;#N/A
;TBCK;#N/A
;ITFG2;#N/A
;ETV3;#N/A
;MLPH;#N/A
;EGFL7;x
;USP24;#N/A
;EXPH5;#N/A
;PPRC1;#N/A
;ZNF358;#N/A
;ABCD2;#N/A
;NKD1;#N/A
;ATP4A;#N/A
;GLIPR1L2;#N/A
;NXF2;#N/A
;EIF3J;#N/A
;FOXD2;#N/A
;USP6;x
;PTBP2;#N/A
;MRPL16;#N/A
;OPA3;#N/A
;ZNF451;#N/A
;AGPAT2;#N/A
;AGR3;#N/A
;HACE1;#N/A
;MAU2;#N/A
;CGGBP1;#N/A
;ZC3H15;#N/A
;DCLK3;#N/A
;LIMS2;#N/A
;HSD17B4;#N/A
;UTP14C;#N/A
;FSIP1;#N/A
;CCDC9;#N/A
;MYH3;#N/A
;NBEA;#N/A
;IFRD1;#N/A
;MATN3;#N/A
;ESYT3;#N/A
;TOR1B;#N/A
;LRRFIP2;#N/A
;TMED7;#N/A
;PAN2;#N/A
;JDP2;#N/A
;CLPTM1L;#N/A
;SYTL2;#N/A
;ANXA7;#N/A
;SLC9A5;#N/A
;EML2;#N/A
;MR1;#N/A
;ANKRD6;#N/A
;DYNLT3;#N/A
;DCX;#N/A
;KDELR3;#N/A
;GLRX5;#N/A
;ZNF808;#N/A
;SYT4;#N/A
;CCDC146;#N/A
;B4GALT4;#N/A
;TNNT2;#N/A
;MIF4GD;#N/A
;S100A7A;#N/A
;FRMD6;#N/A
;EEFSEC;#N/A
;CNNM4;#N/A
;CLEC4G;#N/A
;IGFL2;#N/A
;EHD3;#N/A
;ASAP2;#N/A
;KLHL21;#N/A
;TCF25;#N/A
;UTP6;#N/A
;FNDC3B;#N/A
;GLRX;#N/A
;PEG3;#N/A
;TMA16;#N/A
;ITIH1;#N/A
;NOSTRIN;#N/A
;DHX57;#N/A
;REPS1;#N/A
;SERPINA12;#N/A
;ELMOD2;#N/A
;SLC9A4;#N/A
;CNTNAP2;#N/A
;ELANE;#N/A
;ANGPTL5;#N/A
;SRXN1;#N/A
;RAB37;#N/A
;METTL9;#N/A
;RAX;#N/A
;TBC1D5;#N/A
;TSGA10;#N/A
;METTL1;#N/A
;METTL3;#N/A
;ABCB10;#N/A
;GDA;#N/A
;VPS13C;#N/A
